country_region,sub_region_1,sub_region_2,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline,sd_score,standarized_sd_score
Canada,Ontario,Ottawa,2020-08-23,-16.0,-3.0,72.0,-44.0,2.0,0.0,-11.0,31.530139103554866
Canada,Ontario,Ottawa,2020-08-24,-20.0,-5.0,49.0,-63.0,-59.0,16.0,114.0,50.8500772797527
Canada,Ontario,Ottawa,2020-08-25,-20.0,-5.0,59.0,-61.0,-57.0,16.0,100.0,48.68624420401855
Canada,Ontario,Ottawa,2020-08-26,-19.0,-3.0,69.0,-59.0,-56.0,15.0,83.0,46.05873261205564
Canada,Ontario,Ottawa,2020-08-27,-18.0,-4.0,18.0,-61.0,-57.0,17.0,139.0,54.71406491499228
Canada,Ontario,Ottawa,2020-08-28,-24.0,-7.0,91.0,-56.0,-53.0,14.0,63.0,42.96754250386399
Canada,Ontario,Ottawa,2020-08-29,-23.0,-8.0,15.0,-47.0,-8.0,5.0,76.0,44.97681607418856
Canada,Ontario,Ottawa,2020-08-30,-9.0,2.0,15.0,-40.0,4.0,-1.0,27.0,37.403400309119014
Canada,Ontario,Ottawa,2020-08-31,-14.0,-2.0,91.0,-59.0,-58.0,14.0,56.0,41.88562596599691
Canada,Ontario,Ottawa,2020-09-01,-18.0,-4.0,47.0,-59.0,-57.0,16.0,107.0,49.76816074188562
Canada,Ontario,Ottawa,2020-09-02,-22.0,-6.0,8.0,-62.0,-57.0,17.0,156.0,57.341576506955185
Canada,Ontario,Ottawa,2020-09-03,-13.0,2.0,77.0,-56.0,-56.0,15.0,61.0,42.65842349304482
Canada,Ontario,Ottawa,2020-09-04,-22.0,-5.0,61.0,-54.0,-53.0,14.0,87.0,46.67697063369397
Canada,Ontario,Ottawa,2020-09-05,-18.0,-5.0,61.0,-40.0,-4.0,1.0,7.0,34.31221020092735
Canada,Ontario,Ottawa,2020-09-06,-3.0,9.0,61.0,-39.0,4.0,-2.0,-34.0,27.97527047913447
Canada,Ontario,Ottawa,2020-09-07,-57.0,-55.0,29.0,-77.0,-84.0,21.0,265.0,74.1885625965997
Canada,Ontario,Ottawa,2020-09-08,-17.0,6.0,13.0,-58.0,-58.0,16.0,130.0,53.32302936630603
Canada,Ontario,Ottawa,2020-09-09,-24.0,-7.0,2.0,-61.0,-57.0,18.0,165.0,58.73261205564142
Canada,Ontario,Ottawa,2020-09-10,-18.0,-1.0,21.0,-58.0,-56.0,17.0,129.0,53.16846986089645
Canada,Ontario,Ottawa,2020-09-11,-24.0,-9.0,78.0,-53.0,-52.0,15.0,75.0,44.822256568778975
Canada,Ontario,Ottawa,2020-09-12,-15.0,-3.0,175.0,-36.0,0.0,2.0,-119.0,14.837712519319938
Canada,Ontario,Ottawa,2020-09-13,-17.0,-3.0,37.0,-46.0,-2.0,4.0,35.0,38.639876352395675
Canada,Ontario,Ottawa,2020-09-14,-19.0,-6.0,57.0,-59.0,-55.0,16.0,98.0,48.37712519319938
Canada,Ontario,Ottawa,2020-09-15,-21.0,-8.0,24.0,-59.0,-53.0,17.0,134.0,53.94126738794436
Canada,Ontario,Ottawa,2020-09-16,-22.0,-9.0,58.0,-59.0,-54.0,16.0,102.0,48.99536321483771
Canada,Ontario,Ottawa,2020-09-17,-19.0,-4.0,42.0,-58.0,-54.0,17.0,110.0,50.23183925811438
Canada,Ontario,Ottawa,2020-09-18,-26.0,-11.0,42.0,-56.0,-50.0,16.0,117.0,51.31375579598145
Canada,Ontario,Ottawa,2020-09-19,-18.0,-4.0,113.0,-42.0,-1.0,3.0,-45.0,26.275115919629055
Canada,Ontario,Ottawa,2020-09-20,-13.0,1.0,131.0,-46.0,3.0,1.0,-75.0,21.638330757341574
Canada,Ontario,Ottawa,2020-09-21,-22.0,-8.0,51.0,-61.0,-57.0,16.0,113.0,50.695517774343124
Canada,Ontario,Ottawa,2020-09-22,-25.0,-8.0,32.0,-60.0,-54.0,17.0,132.0,53.63214837712519
Canada,Ontario,Ottawa,2020-09-23,-26.0,-9.0,41.0,-62.0,-53.0,17.0,126.0,52.7047913446677
Canada,Ontario,Ottawa,2020-09-24,-25.0,-7.0,9.0,-62.0,-53.0,18.0,156.0,57.341576506955185
Canada,Ontario,Ottawa,2020-09-25,-29.0,-10.0,39.0,-58.0,-49.0,16.0,123.0,52.24111282843895
Canada,Ontario,Ottawa,2020-09-26,-21.0,-6.0,131.0,-46.0,0.0,3.0,-55.0,24.72952086553323
Canada,Ontario,Ottawa,2020-09-27,-17.0,-1.0,117.0,-47.0,4.0,1.0,-55.0,24.72952086553323
Canada,Ontario,Ottawa,2020-09-28,-25.0,-8.0,47.0,-63.0,-55.0,17.0,121.0,51.931993817619784
Canada,Ontario,Ottawa,2020-09-29,-28.0,-9.0,-6.0,-64.0,-54.0,18.0,179.0,60.89644513137558
Canada,Ontario,Ottawa,2020-09-30,-27.0,-6.0,-14.0,-65.0,-54.0,19.0,185.0,61.82380216383307
Canada,Ontario,Ottawa,2020-10-01,-23.0,-2.0,9.0,-61.0,-52.0,18.0,147.0,55.95054095826894
Canada,Ontario,Ottawa,2020-10-02,-33.0,-12.0,-8.0,-62.0,-49.0,19.0,183.0,61.514683153013905
Canada,Ontario,Ottawa,2020-10-03,-22.0,-3.0,78.0,-47.0,-3.0,5.0,2.0,33.53941267387944
Canada,Ontario,Ottawa,2020-10-04,-20.0,0.0,50.0,-53.0,-1.0,4.0,28.0,37.557959814528594
Canada,Ontario,Ottawa,2020-10-05,-27.0,-7.0,6.0,-65.0,-56.0,18.0,167.0,59.04173106646059
Canada,Ontario,Ottawa,2020-10-06,-28.0,-6.0,-4.0,-64.0,-53.0,18.0,173.0,59.969088098918085
Canada,Ontario,Ottawa,2020-10-07,-32.0,-9.0,-26.0,-68.0,-53.0,19.0,207.0,65.2241112828439
Canada,Ontario,Ottawa,2020-10-08,-24.0,3.0,5.0,-61.0,-52.0,18.0,147.0,55.95054095826894
Canada,Ontario,Ottawa,2020-10-09,-29.0,0.0,19.0,-57.0,-50.0,17.0,134.0,53.94126738794436
Canada,Ontario,Ottawa,2020-10-10,-29.0,1.0,89.0,-49.0,-4.0,6.0,-2.0,32.92117465224111
Canada,Ontario,Ottawa,2020-10-11,-27.0,4.0,96.0,-51.0,0.0,3.0,-19.0,30.29366306027821
Canada,Ontario,Ottawa,2020-10-12,-70.0,-62.0,42.0,-81.0,-84.0,24.0,279.0,76.35239567233386
Canada,Ontario,Ottawa,2020-10-13,-34.0,-7.0,-28.0,-65.0,-55.0,20.0,209.0,65.53323029366305
Canada,Ontario,Ottawa,2020-10-14,-31.0,-6.0,23.0,-63.0,-53.0,19.0,149.0,56.25965996908809
Canada,Ontario,Ottawa,2020-10-15,-33.0,-9.0,-25.0,-64.0,-54.0,21.0,206.0,65.06955177743431
Canada,Ontario,Ottawa,2020-10-16,-35.0,-8.0,-3.0,-61.0,-50.0,20.0,177.0,60.58732612055642
Canada,Ontario,Ottawa,2020-10-17,-25.0,-2.0,107.0,-46.0,-7.0,6.0,-21.0,29.984544049459043
Canada,Ontario,Ottawa,2020-10-18,-25.0,-1.0,55.0,-52.0,-6.0,6.0,35.0,38.639876352395675
Canada,Ontario,Ottawa,2020-10-19,-34.0,-12.0,-19.0,-66.0,-57.0,20.0,208.0,65.37867078825347
Canada,Ontario,Ottawa,2020-10-20,-31.0,-7.0,0.0,-63.0,-54.0,19.0,174.0,60.123647604327665
Canada,Ontario,Ottawa,2020-10-21,-36.0,-13.0,-25.0,-67.0,-54.0,21.0,216.0,66.61514683153014
Canada,Ontario,Ottawa,2020-10-22,-30.0,-4.0,0.0,-61.0,-53.0,19.0,167.0,59.04173106646059
Canada,Ontario,Ottawa,2020-10-23,-30.0,-8.0,76.0,-56.0,-48.0,17.0,83.0,46.05873261205564
Canada,Ontario,Ottawa,2020-10-24,-27.0,-1.0,38.0,-49.0,-8.0,7.0,54.0,41.57650695517774
Canada,Ontario,Ottawa,2020-10-25,-23.0,1.0,60.0,-51.0,-4.0,5.0,22.0,36.6306027820711
Canada,Ontario,Ottawa,2020-10-26,-35.0,-13.0,-31.0,-66.0,-56.0,20.0,221.0,67.38794435857805
Canada,Ontario,Ottawa,2020-10-27,-31.0,-5.0,-15.0,-63.0,-53.0,19.0,186.0,61.97836166924265
Canada,Ontario,Ottawa,2020-10-28,-31.0,-6.0,-9.0,-63.0,-52.0,19.0,180.0,61.051004636785166
Canada,Ontario,Ottawa,2020-10-29,-28.0,-2.0,-21.0,-63.0,-52.0,19.0,185.0,61.82380216383307
Canada,Ontario,Ottawa,2020-10-30,-32.0,-3.0,-2.0,-59.0,-48.0,19.0,163.0,58.42349304482226
Canada,Ontario,Ottawa,2020-10-31,-26.0,3.0,51.0,-47.0,-6.0,6.0,31.0,38.02163833075734
Canada,Ontario,Ottawa,2020-11-01,-29.0,-3.0,-21.0,-56.0,-9.0,6.0,124.0,52.39567233384853
Canada,Ontario,Ottawa,2020-11-02,-35.0,-12.0,-29.0,-67.0,-55.0,19.0,217.0,66.76970633693972
Canada,Ontario,Ottawa,2020-11-03,-36.0,-15.0,-36.0,-66.0,-53.0,20.0,226.0,68.16074188562597
Canada,Ontario,Ottawa,2020-11-04,-35.0,-12.0,-14.0,-67.0,-52.0,20.0,200.0,64.14219474497682
Canada,Ontario,Ottawa,2020-11-05,-29.0,-7.0,10.0,-62.0,-51.0,19.0,158.0,57.650695517774345
Canada,Ontario,Ottawa,2020-11-06,-33.0,-11.0,21.0,-59.0,-48.0,19.0,149.0,56.25965996908809
Canada,Ontario,Ottawa,2020-11-07,-20.0,-3.0,114.0,-47.0,-2.0,5.0,-37.0,27.51159196290572
Canada,Ontario,Ottawa,2020-11-08,-15.0,1.0,143.0,-49.0,2.0,3.0,-79.0,21.020092735703248
Canada,Ontario,Ottawa,2020-11-09,-27.0,-8.0,34.0,-64.0,-53.0,18.0,136.0,54.25038639876353
Canada,Ontario,Ottawa,2020-11-10,-25.0,-6.0,20.0,-60.0,-50.0,18.0,139.0,54.71406491499228
Canada,Ontario,Ottawa,2020-11-11,-26.0,-9.0,-2.0,-65.0,-56.0,20.0,178.0,60.741885625966
Canada,Ontario,Ottawa,2020-11-12,-26.0,-3.0,-14.0,-62.0,-50.0,19.0,174.0,60.123647604327665
Canada,Ontario,Ottawa,2020-11-13,-30.0,-10.0,-12.0,-60.0,-48.0,20.0,180.0,61.051004636785166
Canada,Ontario,Ottawa,2020-11-14,-20.0,-1.0,37.0,-48.0,-4.0,6.0,42.0,39.721792890262755
Canada,Ontario,Ottawa,2020-11-15,-26.0,-8.0,-30.0,-56.0,-6.0,7.0,133.0,53.78670788253478
Canada,Ontario,Ottawa,2020-11-16,-31.0,-12.0,-24.0,-66.0,-54.0,19.0,206.0,65.06955177743431
Canada,Ontario,Ottawa,2020-11-17,-31.0,-12.0,-31.0,-65.0,-50.0,20.0,209.0,65.53323029366305
Canada,Ontario,Ottawa,2020-11-18,-32.0,-12.0,-30.0,-67.0,-51.0,20.0,212.0,65.9969088098918
Canada,Ontario,Ottawa,2020-11-19,-27.0,-6.0,-18.0,-64.0,-50.0,19.0,184.0,61.66924265842349
Canada,Ontario,Ottawa,2020-11-20,-29.0,-8.0,9.0,-61.0,-47.0,19.0,155.0,57.18701700154559
Canada,Ontario,Ottawa,2020-11-21,-19.0,1.0,24.0,-53.0,-3.0,7.0,57.0,42.040185471406495
Canada,Ontario,Ottawa,2020-11-22,-22.0,-1.0,-9.0,-57.0,-4.0,7.0,100.0,48.68624420401855
Canada,Ontario,Ottawa,2020-11-23,-33.0,-18.0,-26.0,-66.0,-54.0,20.0,217.0,66.76970633693972
Canada,Ontario,Ottawa,2020-11-24,-29.0,-10.0,-33.0,-66.0,-50.0,19.0,207.0,65.2241112828439
Canada,Ontario,Ottawa,2020-11-25,-39.0,-22.0,-36.0,-68.0,-52.0,21.0,238.0,70.01545595054097
Canada,Ontario,Ottawa,2020-11-26,-25.0,-5.0,-37.0,-65.0,-50.0,20.0,202.0,64.45131375579598
Canada,Ontario,Ottawa,2020-11-27,-25.0,-5.0,-21.0,-59.0,-46.0,19.0,175.0,60.278207109737245
Canada,Ontario,Ottawa,2020-11-28,-16.0,4.0,7.0,-48.0,-1.0,7.0,61.0,42.65842349304482
Canada,Ontario,Ottawa,2020-11-29,-14.0,6.0,40.0,-51.0,1.0,5.0,23.0,36.78516228748068
Canada,Ontario,Ottawa,2020-11-30,-28.0,-11.0,-38.0,-67.0,-53.0,19.0,216.0,66.61514683153014
Canada,Ontario,Ottawa,2020-12-01,-28.0,-4.0,-39.0,-66.0,-50.0,19.0,206.0,65.06955177743431
Canada,Ontario,Ottawa,2020-12-02,-31.0,-8.0,-31.0,-68.0,-50.0,20.0,208.0,65.37867078825347
Canada,Ontario,Ottawa,2020-12-03,-26.0,-2.0,-29.0,-64.0,-49.0,19.0,189.0,62.442040185471406
Canada,Ontario,Ottawa,2020-12-04,-32.0,-9.0,-28.0,-63.0,-46.0,20.0,198.0,63.83307573415765
Canada,Ontario,Ottawa,2020-12-05,-20.0,2.0,-6.0,-53.0,-3.0,7.0,87.0,46.67697063369397
Canada,Ontario,Ottawa,2020-12-06,-19.0,3.0,10.0,-57.0,0.0,6.0,69.0,43.89489953632149
Canada,Ontario,Ottawa,2020-12-07,-28.0,-7.0,-21.0,-67.0,-53.0,19.0,195.0,63.3693972179289
Canada,Ontario,Ottawa,2020-12-08,-29.0,-8.0,-31.0,-67.0,-49.0,19.0,203.0,64.60587326120556
Canada,Ontario,Ottawa,2020-12-09,-34.0,-11.0,-28.0,-68.0,-50.0,20.0,211.0,65.84234930448223
Canada,Ontario,Ottawa,2020-12-10,-25.0,0.0,-29.0,-64.0,-49.0,19.0,186.0,61.97836166924265
Canada,Ontario,Ottawa,2020-12-11,-27.0,-1.0,-14.0,-62.0,-45.0,19.0,168.0,59.19629057187017
Canada,Ontario,Ottawa,2020-12-12,-27.0,-3.0,-25.0,-55.0,-6.0,9.0,125.0,52.55023183925811
Canada,Ontario,Ottawa,2020-12-13,-20.0,2.0,-9.0,-58.0,-1.0,6.0,92.0,47.44976816074188
Canada,Ontario,Ottawa,2020-12-14,-27.0,-4.0,-26.0,-68.0,-53.0,19.0,197.0,63.67851622874807
Canada,Ontario,Ottawa,2020-12-15,-28.0,-6.0,-43.0,-67.0,-50.0,19.0,213.0,66.15146831530139
Canada,Ontario,Ottawa,2020-12-16,-30.0,-8.0,-45.0,-69.0,-50.0,20.0,222.0,67.54250386398763
Canada,Ontario,Ottawa,2020-12-17,-22.0,4.0,-36.0,-65.0,-49.0,19.0,187.0,62.132921174652246
Canada,Ontario,Ottawa,2020-12-18,-28.0,-3.0,-24.0,-62.0,-45.0,19.0,181.0,61.205564142194746
Canada,Ontario,Ottawa,2020-12-19,-20.0,5.0,-2.0,-50.0,-2.0,7.0,76.0,44.97681607418856
Canada,Ontario,Ottawa,2020-12-20,-21.0,2.0,5.0,-55.0,2.0,6.0,73.0,44.513137557959816
Canada,Ontario,Ottawa,2020-12-21,-8.0,25.0,-14.0,-65.0,-59.0,18.0,139.0,54.71406491499228
Canada,Ontario,Ottawa,2020-12-22,-9.0,30.0,-33.0,-65.0,-57.0,18.0,152.0,56.723338485316845
Canada,Ontario,Ottawa,2020-12-23,-9.0,40.0,-31.0,-66.0,-57.0,18.0,141.0,55.02318392581144
Canada,Ontario,Ottawa,2020-12-24,-26.0,28.0,-47.0,-70.0,-67.0,20.0,202.0,64.45131375579598
Canada,Ontario,Ottawa,2020-12-25,-88.0,-83.0,-49.0,-87.0,-85.0,28.0,420.0,98.145285935085
Canada,Ontario,Ottawa,2020-12-26,-68.0,-50.0,-23.0,-74.0,-37.0,13.0,265.0,74.1885625965997
Canada,Ontario,Ottawa,2020-12-27,-53.0,-26.0,15.0,-69.0,-19.0,9.0,161.0,58.11437403400309
Canada,Ontario,Ottawa,2020-12-28,-53.0,-23.0,-28.0,-81.0,-78.0,27.0,290.0,78.05255023183926
Canada,Ontario,Ottawa,2020-12-29,-47.0,-10.0,-30.0,-77.0,-69.0,25.0,258.0,73.10664605873262
Canada,Ontario,Ottawa,2020-12-30,-46.0,-3.0,-26.0,-77.0,-69.0,26.0,247.0,71.4064914992272
Canada,Ontario,Ottawa,2020-12-31,-38.0,14.0,-16.0,-76.0,-71.0,25.0,212.0,65.9969088098918
Canada,Ontario,Niagara Falls,2020-02-15,2.0,3.0,33.0,43.0,1.0,0.0,-82.0,20.556414219474497
Canada,Ontario,Niagara Falls,2020-02-16,21.0,12.0,120.0,60.0,0.0,-2.0,-215.0,0.0
Canada,Ontario,Niagara Falls,2020-02-17,-8.0,-45.0,138.0,-14.0,-67.0,14.0,10.0,34.77588871715611
Canada,Ontario,Niagara Falls,2020-02-18,2.0,18.0,15.0,3.0,0.0,0.0,-38.0,27.35703245749614
Canada,Ontario,Niagara Falls,2020-02-19,-1.0,2.0,16.0,5.0,0.0,0.0,-22.0,29.82998454404946
Canada,Ontario,Niagara Falls,2020-02-20,4.0,7.0,17.0,5.0,3.0,-1.0,-37.0,27.51159196290572
Canada,Ontario,Niagara Falls,2020-02-21,-1.0,1.0,15.0,6.0,-7.0,1.0,-13.0,31.221020092735703
Canada,Ontario,Niagara Falls,2020-02-22,3.0,5.0,34.0,32.0,5.0,-1.0,-80.0,20.86553323029366
Canada,Ontario,Niagara Falls,2020-02-23,8.0,3.0,62.0,33.0,3.0,-1.0,-110.0,16.228748068006183
Canada,Ontario,Niagara Falls,2020-02-24,0.0,4.0,22.0,-1.0,-2.0,0.0,-23.0,29.675425038639876
Canada,Ontario,Niagara Falls,2020-02-25,-2.0,8.0,14.0,-3.0,0.0,0.0,-17.0,30.602782071097373
Canada,Ontario,Niagara Falls,2020-02-26,-7.0,-1.0,-4.0,-6.0,-3.0,2.0,23.0,36.78516228748068
Canada,Ontario,Niagara Falls,2020-02-27,-15.0,-11.0,-6.0,-20.0,-5.0,4.0,61.0,42.65842349304482
Canada,Ontario,Niagara Falls,2020-02-28,-6.0,1.0,-12.0,-8.0,0.0,1.0,26.0,37.24884080370943
Canada,Ontario,Niagara Falls,2020-02-29,-3.0,2.0,0.0,16.0,5.0,0.0,-20.0,30.139103554868623
Canada,Ontario,Niagara Falls,2020-03-01,6.0,5.0,30.0,25.0,5.0,-1.0,-72.0,22.102009273570324
Canada,Ontario,Niagara Falls,2020-03-02,-2.0,2.0,-3.0,-8.0,2.0,1.0,10.0,34.77588871715611
Canada,Ontario,Niagara Falls,2020-03-03,-1.0,3.0,-3.0,-7.0,4.0,0.0,4.0,33.84853168469861
Canada,Ontario,Niagara Falls,2020-03-04,3.0,2.0,14.0,1.0,3.0,0.0,-23.0,29.675425038639876
Canada,Ontario,Niagara Falls,2020-03-05,4.0,5.0,37.0,0.0,3.0,-1.0,-50.0,25.50231839258114
Canada,Ontario,Niagara Falls,2020-03-06,-7.0,-6.0,-2.0,-6.0,4.0,1.0,18.0,36.01236476043277
Canada,Ontario,Niagara Falls,2020-03-07,6.0,5.0,23.0,24.0,7.0,-1.0,-66.0,23.02936630602782
Canada,Ontario,Niagara Falls,2020-03-08,11.0,4.0,75.0,33.0,3.0,-1.0,-127.0,13.601236476043276
Canada,Ontario,Niagara Falls,2020-03-09,3.0,4.0,26.0,-2.0,1.0,0.0,-32.0,28.284389489953632
Canada,Ontario,Niagara Falls,2020-03-10,1.0,6.0,4.0,-8.0,3.0,0.0,-6.0,32.30293663060278
Canada,Ontario,Niagara Falls,2020-03-11,4.0,8.0,16.0,-1.0,2.0,0.0,-29.0,28.748068006182383
Canada,Ontario,Niagara Falls,2020-03-12,6.0,34.0,19.0,-5.0,4.0,0.0,-58.0,24.26584234930448
Canada,Ontario,Niagara Falls,2020-03-13,-3.0,46.0,-13.0,-11.0,0.0,2.0,-17.0,30.602782071097373
Canada,Ontario,Niagara Falls,2020-03-14,-13.0,24.0,-16.0,-13.0,-1.0,3.0,22.0,36.6306027820711
Canada,Ontario,Niagara Falls,2020-03-15,-13.0,9.0,24.0,-14.0,-9.0,3.0,6.0,34.15765069551777
Canada,Ontario,Niagara Falls,2020-03-16,-10.0,26.0,0.0,-31.0,-26.0,8.0,49.0,40.80370942812983
Canada,Ontario,Niagara Falls,2020-03-17,-28.0,17.0,-23.0,-43.0,-32.0,10.0,119.0,51.622874806800624
Canada,Ontario,Niagara Falls,2020-03-18,-34.0,2.0,-28.0,-41.0,-37.0,13.0,151.0,56.568778979907265
Canada,Ontario,Niagara Falls,2020-03-19,-37.0,3.0,-25.0,-48.0,-39.0,14.0,160.0,57.95981452859351
Canada,Ontario,Niagara Falls,2020-03-20,-45.0,-1.0,-56.0,-48.0,-42.0,17.0,209.0,65.53323029366305
Canada,Ontario,Niagara Falls,2020-03-21,-52.0,-10.0,-54.0,-47.0,-36.0,12.0,211.0,65.84234930448223
Canada,Ontario,Niagara Falls,2020-03-22,-53.0,-19.0,-31.0,-49.0,-41.0,10.0,203.0,64.60587326120556
Canada,Ontario,Niagara Falls,2020-03-23,-45.0,-6.0,-63.0,-59.0,-48.0,17.0,238.0,70.01545595054097
Canada,Ontario,Niagara Falls,2020-03-24,-48.0,-10.0,-41.0,-57.0,-49.0,17.0,222.0,67.54250386398763
Canada,Ontario,Niagara Falls,2020-03-25,-52.0,-18.0,-28.0,-54.0,-53.0,19.0,224.0,67.85162287480681
Canada,Ontario,Niagara Falls,2020-03-26,-53.0,-16.0,-33.0,-60.0,-53.0,20.0,235.0,69.55177743431221
Canada,Ontario,Niagara Falls,2020-03-27,-54.0,-15.0,-49.0,-54.0,-53.0,21.0,246.0,71.25193199381762
Canada,Ontario,Niagara Falls,2020-03-28,-64.0,-26.0,-76.0,-62.0,-47.0,16.0,291.0,78.20710973724884
Canada,Ontario,Niagara Falls,2020-03-29,-59.0,-29.0,-46.0,-54.0,-48.0,12.0,248.0,71.5610510046368
Canada,Ontario,Niagara Falls,2020-03-30,-54.0,-23.0,-64.0,-63.0,-56.0,20.0,280.0,76.50695517774344
Canada,Ontario,Niagara Falls,2020-03-31,-47.0,-9.0,-54.0,-57.0,-55.0,19.0,241.0,70.47913446676971
Canada,Ontario,Niagara Falls,2020-04-01,-47.0,-13.0,-31.0,-53.0,-56.0,19.0,219.0,67.07882534775888
Canada,Ontario,Niagara Falls,2020-04-02,-48.0,-11.0,-33.0,-59.0,-55.0,20.0,226.0,68.16074188562597
Canada,Ontario,Niagara Falls,2020-04-03,-53.0,-13.0,-66.0,-61.0,-55.0,22.0,270.0,74.96136012364761
Canada,Ontario,Niagara Falls,2020-04-04,-59.0,-22.0,-71.0,-53.0,-46.0,15.0,266.0,74.34312210200927
Canada,Ontario,Niagara Falls,2020-04-05,-62.0,-29.0,-54.0,-58.0,-49.0,13.0,265.0,74.1885625965997
Canada,Ontario,Niagara Falls,2020-04-06,-53.0,-17.0,-49.0,-57.0,-57.0,19.0,252.0,72.17928902627511
Canada,Ontario,Niagara Falls,2020-04-07,-51.0,-13.0,-52.0,-46.0,-57.0,20.0,239.0,70.17001545595053
Canada,Ontario,Niagara Falls,2020-04-08,-49.0,-8.0,-51.0,-41.0,-57.0,19.0,225.0,68.00618238021639
Canada,Ontario,Niagara Falls,2020-04-09,-40.0,14.0,-62.0,-39.0,-57.0,19.0,203.0,64.60587326120556
Canada,Ontario,Niagara Falls,2020-04-10,-78.0,-64.0,-75.0,-70.0,-83.0,31.0,401.0,95.20865533230294
Canada,Ontario,Niagara Falls,2020-04-11,-53.0,-2.0,-72.0,-24.0,-49.0,15.0,215.0,66.46058732612056
Canada,Ontario,Niagara Falls,2020-04-12,-80.0,-71.0,-55.0,-54.0,-58.0,14.0,332.0,84.54404945904173
Canada,Ontario,Niagara Falls,2020-04-13,-56.0,-21.0,-71.0,-58.0,-64.0,23.0,293.0,78.516228748068
Canada,Ontario,Niagara Falls,2020-04-14,-48.0,-7.0,-56.0,-49.0,-56.0,20.0,236.0,69.7063369397218
Canada,Ontario,Niagara Falls,2020-04-15,-48.0,-15.0,-63.0,-45.0,-57.0,21.0,249.0,71.71561051004637
Canada,Ontario,Niagara Falls,2020-04-16,-50.0,-13.0,-62.0,-51.0,-56.0,21.0,253.0,72.3338485316847
Canada,Ontario,Niagara Falls,2020-04-17,-55.0,-17.0,-71.0,-54.0,-56.0,23.0,276.0,75.8887171561051
Canada,Ontario,Niagara Falls,2020-04-18,-57.0,-19.0,-67.0,-41.0,-44.0,15.0,243.0,70.78825347758887
Canada,Ontario,Niagara Falls,2020-04-19,-61.0,-31.0,-70.0,-50.0,-47.0,13.0,272.0,75.27047913446677
Canada,Ontario,Niagara Falls,2020-04-20,-46.0,-11.0,-44.0,-48.0,-55.0,19.0,223.0,67.69706336939721
Canada,Ontario,Niagara Falls,2020-04-21,-48.0,-12.0,-64.0,-53.0,-55.0,20.0,252.0,72.17928902627511
Canada,Ontario,Niagara Falls,2020-04-22,-47.0,-11.0,-56.0,-49.0,-56.0,20.0,239.0,70.17001545595053
Canada,Ontario,Niagara Falls,2020-04-23,-49.0,-14.0,-65.0,-51.0,-55.0,21.0,255.0,72.64296754250387
Canada,Ontario,Niagara Falls,2020-04-24,-52.0,-15.0,-65.0,-52.0,-54.0,22.0,260.0,73.41576506955178
Canada,Ontario,Niagara Falls,2020-04-25,-53.0,-16.0,-57.0,-37.0,-43.0,13.0,219.0,67.07882534775888
Canada,Ontario,Niagara Falls,2020-04-26,-61.0,-28.0,-80.0,-50.0,-48.0,13.0,280.0,76.50695517774344
Canada,Ontario,Niagara Falls,2020-04-27,-43.0,-7.0,-33.0,-47.0,-54.0,18.0,202.0,64.45131375579598
Canada,Ontario,Niagara Falls,2020-04-28,-42.0,-4.0,-44.0,-46.0,-54.0,18.0,208.0,65.37867078825347
Canada,Ontario,Niagara Falls,2020-04-29,-42.0,-7.0,-52.0,-43.0,-55.0,19.0,218.0,66.9242658423493
Canada,Ontario,Niagara Falls,2020-04-30,-44.0,-3.0,-58.0,-46.0,-54.0,20.0,225.0,68.00618238021639
Canada,Ontario,Niagara Falls,2020-05-01,-46.0,-6.0,-57.0,-42.0,-52.0,20.0,223.0,67.69706336939721
Canada,Ontario,Niagara Falls,2020-05-02,-52.0,-12.0,-62.0,-34.0,-40.0,13.0,213.0,66.15146831530139
Canada,Ontario,Niagara Falls,2020-05-03,-44.0,-11.0,-10.0,-24.0,-39.0,9.0,137.0,54.404945904173104
Canada,Ontario,Niagara Falls,2020-05-04,-42.0,-6.0,-47.0,-41.0,-52.0,17.0,205.0,64.91499227202473
Canada,Ontario,Niagara Falls,2020-05-05,-39.0,1.0,-40.0,-41.0,-51.0,17.0,187.0,62.132921174652246
Canada,Ontario,Niagara Falls,2020-05-06,-38.0,-1.0,-38.0,-35.0,-51.0,17.0,180.0,61.051004636785166
Canada,Ontario,Niagara Falls,2020-05-07,-41.0,-2.0,-44.0,-31.0,-50.0,18.0,186.0,61.97836166924265
Canada,Ontario,Niagara Falls,2020-05-08,-46.0,-5.0,-66.0,-36.0,-50.0,20.0,223.0,67.69706336939721
Canada,Ontario,Niagara Falls,2020-05-09,-47.0,-1.0,-74.0,-15.0,-39.0,14.0,190.0,62.59659969088099
Canada,Ontario,Niagara Falls,2020-05-10,-38.0,-7.0,-46.0,-5.0,-36.0,9.0,141.0,55.02318392581144
Canada,Ontario,Niagara Falls,2020-05-11,-43.0,-14.0,-57.0,-40.0,-51.0,19.0,224.0,67.85162287480681
Canada,Ontario,Niagara Falls,2020-05-12,-37.0,-4.0,-41.0,-33.0,-48.0,17.0,180.0,61.051004636785166
Canada,Ontario,Niagara Falls,2020-05-13,-31.0,0.0,-19.0,-23.0,-48.0,16.0,137.0,54.404945904173104
